Hour,Date/hour start,Solar electricity generation (kWh),Electricity usage (kWh),excess_solar_generation_kwh,battery_charge_kwh
19,2020-06-28 19:00,0.066,2.930400000000001,0.0,12.5
20,2020-06-28 20:00,0.018,3.2274000000000003,0.0,12.5
21,2020-06-28 21:00,0.009,1.71,0.0,12.5
22,2020-06-28 22:00,0.015,25.887,0.0,12.5
23,2020-06-28 23:00,0.0,0.7999200000000001,0.0,12.5
0,2020-06-29 00:00,0.0,0.359964,0.0,12.5
1,2020-06-29 01:00,0.0,0.1019897999999999,0.0,12.5
2,2020-06-29 02:00,0.0,0.2039795999999999,0.0,12.5
3,2020-06-29 03:00,0.0,0.4679999999999999,0.0,12.5
4,2020-06-29 04:00,0.171,0.471,0.0,12.5
5,2020-06-29 05:00,0.663,0.327,0.336,12.5
6,2020-06-29 06:00,1.779,1.467,0.31199999999999983,12.5
7,2020-06-29 07:00,5.529,1.104,4.425,12.5
8,2020-06-29 08:00,3.3420000000000005,1.077,2.2650000000000006,12.5
9,2020-06-29 09:00,7.779,0.159,7.62,12.5
10,2020-06-29 10:00,7.644,24.147,0.0,12.5
11,2020-06-29 11:00,2.724,0.969,1.7550000000000003,12.5
12,2020-06-29 12:00,2.469,0.8639999999999999,1.605,12.5
13,2020-06-29 13:00,4.788,1.026,3.7620000000000005,12.5
14,2020-06-29 14:00,1.89,0.885,1.005,12.5
15,2020-06-29 15:00,2.157,0.735,1.4220000000000002,12.5
16,2020-06-29 16:00,0.516,0.8340000000000001,0.0,12.5
17,2020-06-29 17:00,0.348,0.909,0.0,12.5
18,2020-06-29 18:00,0.48,2.9634,0.0,12.5
19,2020-06-29 19:00,0.129,1.7358000000000002,0.0,12.5
20,2020-06-29 20:00,0.042,2.2704000000000004,0.0,12.5
21,2020-06-29 21:00,0.021,1.173,0.0,12.5
22,2020-06-29 22:00,0.015,0.855,0.0,12.5
23,2020-06-29 23:00,0.0,1.014,0.0,12.5
0,2020-06-30 00:00,0.0,1.1318868,0.0,12.5
1,2020-06-30 01:00,0.0,0.2639736,0.0,12.5
2,2020-06-30 02:00,0.0,0.1859814,0.0,12.5
3,2020-06-30 03:00,0.0,0.18,0.0,12.5
4,2020-06-30 04:00,0.198,0.2339999999999999,0.0,12.5
5,2020-06-30 05:00,1.011,0.552,0.45899999999999985,12.5
6,2020-06-30 06:00,1.977,1.5870000000000002,0.3899999999999999,12.5
7,2020-06-30 07:00,3.684,0.144,3.54,12.5
8,2020-06-30 08:00,3.087,0.2339999999999999,2.853,12.5
9,2020-06-30 09:00,2.949,0.354,2.5949999999999998,12.5
10,2020-06-30 10:00,3.213,0.4679999999999999,2.745,12.5
11,2020-06-30 11:00,2.121,0.168,1.953,12.5
12,2020-06-30 12:00,4.227,0.102,4.125,12.5
13,2020-06-30 13:00,2.295,0.246,2.049,12.5
14,2020-06-30 14:00,2.862,0.123,2.739,12.5
15,2020-06-30 15:00,1.656,0.4409999999999999,1.215,12.5
16,2020-06-30 16:00,1.971,0.528,1.443,12.5
17,2020-06-30 17:00,1.026,10.086,0.0,12.5
18,2020-06-30 18:00,0.21,1.2606,0.0,12.5
19,2020-06-30 19:00,0.0539999999999999,1.9272,0.0,12.5
20,2020-06-30 20:00,0.0,2.8248,0.0,12.5
21,2020-06-30 21:00,0.006,1.221,0.0,12.5
22,2020-06-30 22:00,0.0,1.269,0.0,12.5
23,2020-06-30 23:00,0.0,1.0918908,0.0,12.5
0,2020-07-01 00:00,0.0,0.359964,0.0,12.5
1,2020-07-01 01:00,0.0,0.1159884,0.0,12.5
2,2020-07-01 02:00,0.0,0.1079892,0.0,12.5
3,2020-07-01 03:00,0.0,0.285,0.0,12.5
4,2020-07-01 04:00,0.015,0.4619999999999999,0.0,12.5
5,2020-07-01 05:00,0.4619999999999999,0.5640000000000001,0.0,12.5
6,2020-07-01 06:00,1.7399999999999998,0.2129999999999999,1.527,12.5
7,2020-07-01 07:00,5.508,0.159,5.349,12.5
8,2020-07-01 08:00,6.9030000000000005,0.534,6.369000000000001,12.5
9,2020-07-01 09:00,7.884,0.5429999999999999,7.341,12.5
10,2020-07-01 10:00,8.706,0.0569999999999999,8.649,12.5
11,2020-07-01 11:00,9.237,0.0,9.237,12.5
12,2020-07-01 12:00,3.285,1.227,2.058,12.5
13,2020-07-01 13:00,4.566,0.657,3.909,12.5
14,2020-07-01 14:00,5.709,0.066,5.643,12.5
15,2020-07-01 15:00,1.932,0.5820000000000001,1.3499999999999999,12.5
16,2020-07-01 16:00,1.434,0.651,0.7829999999999999,12.5
17,2020-07-01 17:00,1.035,0.498,0.5369999999999999,12.5
18,2020-07-01 18:00,0.573,0.7194,0.0,12.5
19,2020-07-01 19:00,0.099,21.4236,0.0,12.5
20,2020-07-01 20:00,0.03,1.9602,0.0,12.5
21,2020-07-01 21:00,0.0,1.617,0.0,12.5
22,2020-07-01 22:00,0.0,1.545,0.0,12.5
23,2020-07-01 23:00,0.0,1.0258974,0.0,12.5
0,2020-07-02 00:00,0.0,0.8299169999999999,0.0,12.5
1,2020-07-02 01:00,0.0,0.2919708,0.0,12.5
2,2020-07-02 02:00,0.0,0.1119888,0.0,12.5
3,2020-07-02 03:00,0.0,0.279,0.0,12.5
4,2020-07-02 04:00,0.309,0.4439999999999999,0.0,12.5
5,2020-07-02 05:00,0.5489999999999999,0.2189999999999999,0.33000000000000007,12.5
6,2020-07-02 06:00,3.849,0.501,3.3480000000000003,12.5
7,2020-07-02 07:00,5.8950000000000005,0.552,5.343,12.5
8,2020-07-02 08:00,2.0010000000000003,0.396,1.6050000000000004,12.5
9,2020-07-02 09:00,2.7,0.21,2.49,12.5
10,2020-07-02 10:00,3.339,0.345,2.9939999999999998,12.5
11,2020-07-02 11:00,9.48,2.829,6.651,12.5
12,2020-07-02 12:00,7.986,8.535,0.0,12.5
13,2020-07-02 13:00,6.813,0.2249999999999999,6.588,12.5
14,2020-07-02 14:00,5.787,0.0,5.787,12.5
15,2020-07-02 15:00,1.7009999999999998,0.546,1.1549999999999998,12.5
16,2020-07-02 16:00,0.741,0.2159999999999999,0.5250000000000001,12.5
17,2020-07-02 17:00,0.4529999999999999,0.294,0.15899999999999992,12.5
18,2020-07-02 18:00,0.261,1.9998,0.0,12.5
19,2020-07-02 19:00,0.1109999999999999,1.5246000000000002,0.0,12.5
20,2020-07-02 20:00,0.021,2.1186000000000003,0.0,12.5
21,2020-07-02 21:00,0.03,1.857,0.0,12.5
22,2020-07-02 22:00,0.003,2.0460000000000003,0.0,12.5
23,2020-07-02 23:00,0.0,1.059894,0.0,12.5
0,2020-07-03 00:00,0.0,0.179982,0.0,12.5
1,2020-07-03 01:00,0.0,0.0919908,0.0,12.5
2,2020-07-03 02:00,0.0,0.1199879999999999,0.0,12.5
3,2020-07-03 03:00,0.0,0.5249999999999999,0.0,12.5
4,2020-07-03 04:00,0.879,0.306,0.573,12.5
5,2020-07-03 05:00,1.434,0.405,1.029,12.5
6,2020-07-03 06:00,1.98,8.007,0.0,12.5
7,2020-07-03 07:00,2.904,0.609,2.295,12.5
8,2020-07-03 08:00,4.221,0.201,4.0200000000000005,12.5
9,2020-07-03 09:00,2.3520000000000003,0.2309999999999999,2.1210000000000004,12.5
10,2020-07-03 10:00,1.59,0.5609999999999999,1.0290000000000001,12.5
11,2020-07-03 11:00,0.708,0.4409999999999999,0.26700000000000007,12.5
12,2020-07-03 12:00,0.921,0.408,0.5130000000000001,12.5
13,2020-07-03 13:00,1.971,0.255,1.7160000000000002,12.5
14,2020-07-03 14:00,5.499,5.34,0.1589999999999998,12.5
15,2020-07-03 15:00,1.308,0.528,0.78,12.5
16,2020-07-03 16:00,0.651,0.6900000000000001,0.0,12.5
17,2020-07-03 17:00,0.918,0.903,0.015000000000000013,12.5
18,2020-07-03 18:00,0.264,13.695000000000002,0.0,12.5
19,2020-07-03 19:00,0.132,3.267,0.0,12.5
20,2020-07-03 20:00,0.039,5.227200000000001,0.0,12.5
21,2020-07-03 21:00,0.0,2.538,0.0,12.5
22,2020-07-03 22:00,0.024,1.92,0.0,12.5
23,2020-07-03 23:00,0.0,0.6279372,0.0,12.5
0,2020-07-04 00:00,0.0,0.19998,0.0,12.5
1,2020-07-04 01:00,0.0,0.1939806,0.0,12.5
2,2020-07-04 02:00,0.0,0.1139886,0.0,12.5
3,2020-07-04 03:00,0.0,0.141,0.0,12.5
4,2020-07-04 04:00,0.726,0.333,0.39299999999999996,12.5
5,2020-07-04 05:00,1.026,0.255,0.771,12.5
6,2020-07-04 06:00,1.962,0.405,1.557,12.5
7,2020-07-04 07:00,5.349,0.42,4.929,12.5
8,2020-07-04 08:00,5.901,0.0,5.901,12.5
9,2020-07-04 09:00,7.947,0.0,7.947,12.5
10,2020-07-04 10:00,10.518,0.603,9.915000000000001,12.5
11,2020-07-04 11:00,8.598,0.138,8.46,12.5
12,2020-07-04 12:00,7.896000000000001,0.126,7.7700000000000005,12.5
13,2020-07-04 13:00,6.767999999999999,0.51,6.257999999999999,12.5
14,2020-07-04 14:00,4.929,0.252,4.6770000000000005,12.5
15,2020-07-04 15:00,3.066,1.035,2.0309999999999997,12.5
16,2020-07-04 16:00,1.428,5.769,0.0,12.5
17,2020-07-04 17:00,0.546,3.594,0.0,12.5
18,2020-07-04 18:00,0.315,12.586200000000002,0.0,12.5
19,2020-07-04 19:00,0.075,1.9998,0.0,12.5
20,2020-07-04 20:00,0.009,1.1418,0.0,12.5
21,2020-07-04 21:00,0.0,1.419,0.0,12.5
22,2020-07-04 22:00,0.012,1.272,0.0,12.5
23,2020-07-04 23:00,0.0,0.3539645999999999,0.0,12.5
0,2020-07-05 00:00,0.0,0.3379662,0.0,12.5
1,2020-07-05 01:00,0.0,0.19998,0.0,12.5
2,2020-07-05 02:00,0.0,0.3119688,0.0,12.5
3,2020-07-05 03:00,0.0,0.4259999999999999,0.0,12.5
4,2020-07-05 04:00,0.483,0.318,0.16499999999999998,12.5
5,2020-07-05 05:00,1.08,0.192,0.8880000000000001,12.5
6,2020-07-05 06:00,3.651,1.134,2.517,12.5
7,2020-07-05 07:00,5.022,0.522,4.5,12.5
8,2020-07-05 08:00,6.708,0.126,6.582,12.5
9,2020-07-05 09:00,3.426,0.6000000000000001,2.826,12.5
10,2020-07-05 10:00,8.742,0.417,8.325000000000001,12.5
11,2020-07-05 11:00,2.613,0.135,2.4779999999999998,12.5
12,2020-07-05 12:00,9.489,0.591,8.898000000000001,12.5
13,2020-07-05 13:00,6.654,0.237,6.417,12.5
14,2020-07-05 14:00,5.547,0.6930000000000001,4.853999999999999,12.5
15,2020-07-05 15:00,3.201,5.61,0.0,12.5
16,2020-07-05 16:00,1.173,5.1690000000000005,0.0,12.5
17,2020-07-05 17:00,0.498,1.467,0.0,12.5
18,2020-07-05 18:00,0.306,2.31,0.0,12.5
19,2020-07-05 19:00,0.087,1.617,0.0,12.5
20,2020-07-05 20:00,0.021,2.4816000000000003,0.0,12.5
21,2020-07-05 21:00,0.024,1.6470000000000002,0.0,12.5
22,2020-07-05 22:00,0.015,0.585,0.0,12.5
23,2020-07-05 23:00,0.0,0.2979701999999999,0.0,12.5
0,2020-07-06 00:00,0.0,0.1839816,0.0,12.5
1,2020-07-06 01:00,0.0,0.1319868,0.0,12.5
2,2020-07-06 02:00,0.0,0.237,0.0,12.5
3,2020-07-06 03:00,0.0,0.51,0.0,12.5
4,2020-07-06 04:00,0.261,0.27,0.0,12.5
5,2020-07-06 05:00,0.8250000000000001,0.309,0.516,12.5
6,2020-07-06 06:00,1.434,0.5609999999999999,0.873,12.5
7,2020-07-06 07:00,5.007,0.075,4.9319999999999995,12.5
8,2020-07-06 08:00,3.636,0.129,3.507,12.5
9,2020-07-06 09:00,3.513,1.002,2.511,12.5
10,2020-07-06 10:00,9.879,0.48,9.399,12.5
11,2020-07-06 11:00,8.466000000000001,0.204,8.262,12.5
12,2020-07-06 12:00,5.322,0.204,5.118,12.5
13,2020-07-06 13:00,5.328,0.168,5.16,12.5
14,2020-07-06 14:00,4.266,0.396,3.87,12.5
15,2020-07-06 15:00,3.795,0.477,3.318,12.5
16,2020-07-06 16:00,1.326,0.165,1.161,12.5
17,2020-07-06 17:00,1.0379999999999998,8.166,0.0,12.5
18,2020-07-06 18:00,0.8879999999999999,3.4584000000000006,0.0,12.5
19,2020-07-06 19:00,0.162,8.646,0.0,12.5
20,2020-07-06 20:00,0.012,2.6994,0.0,12.5
21,2020-07-06 21:00,0.0,1.044,0.0,12.5
22,2020-07-06 22:00,0.0,1.662,0.0,12.5
23,2020-07-06 23:00,0.0,1.1838816,0.0,12.5
0,2020-07-07 00:00,0.0,0.969903,0.0,12.5
1,2020-07-07 01:00,0.0,0.3259673999999999,0.0,12.5
2,2020-07-07 02:00,0.0,0.3579641999999999,0.0,12.5
3,2020-07-07 03:00,0.0,0.276,0.0,12.5
4,2020-07-07 04:00,0.21,0.243,0.0,12.5
5,2020-07-07 05:00,1.374,0.474,0.9000000000000001,12.5
6,2020-07-07 06:00,3.066,1.512,1.5539999999999998,12.5
7,2020-07-07 07:00,5.415,0.072,5.343,12.5
8,2020-07-07 08:00,6.678,0.03,6.648,12.5
9,2020-07-07 09:00,8.001,0.363,7.638,12.5
10,2020-07-07 10:00,8.463000000000001,0.0,8.463000000000001,12.5
11,2020-07-07 11:00,7.529999999999999,0.012,7.518,12.5
12,2020-07-07 12:00,5.367,0.33,5.037,12.5
13,2020-07-07 13:00,6.42,0.0,6.42,12.5
14,2020-07-07 14:00,2.298,0.51,1.788,12.5
15,2020-07-07 15:00,2.109,0.375,1.734,12.5
16,2020-07-07 16:00,1.779,1.08,0.6989999999999998,12.5
17,2020-07-07 17:00,1.275,0.6000000000000001,0.6749999999999998,12.5
18,2020-07-07 18:00,0.414,1.5642,0.0,12.5
19,2020-07-07 19:00,0.105,1.7886000000000002,0.0,12.5
20,2020-07-07 20:00,0.03,1.7490000000000003,0.0,12.5
21,2020-07-07 21:00,0.018,1.29,0.0,12.5
22,2020-07-07 22:00,0.0269999999999999,2.382,0.0,12.5
23,2020-07-07 23:00,0.0,1.2718728,0.0,12.5
0,2020-07-08 00:00,0.0,0.1979802,0.0,12.5
1,2020-07-08 01:00,0.0,0.1939806,0.0,12.5
2,2020-07-08 02:00,0.0,0.279972,0.0,12.5
3,2020-07-08 03:00,0.0,0.255,0.0,12.5
4,2020-07-08 04:00,0.2339999999999999,0.252,0.0,12.5
5,2020-07-08 05:00,0.5549999999999999,1.806,0.0,12.5
6,2020-07-08 06:00,0.918,0.5640000000000001,0.354,12.5
7,2020-07-08 07:00,2.316,0.705,1.6109999999999998,12.5
8,2020-07-08 08:00,2.4090000000000003,0.738,1.6710000000000003,12.5
9,2020-07-08 09:00,2.031,0.804,1.227,12.5
10,2020-07-08 10:00,2.8080000000000003,0.345,2.463,12.5
11,2020-07-08 11:00,10.383,0.261,10.122,12.5
12,2020-07-08 12:00,1.7999999999999998,0.771,1.029,12.5
13,2020-07-08 13:00,2.706,0.3,2.406,12.5
14,2020-07-08 14:00,5.331,0.009,5.322,12.5
15,2020-07-08 15:00,3.309,0.411,2.898,12.5
16,2020-07-08 16:00,1.305,0.5249999999999999,0.78,12.5
17,2020-07-08 17:00,0.645,0.4259999999999999,0.21900000000000014,12.5
18,2020-07-08 18:00,0.5429999999999999,16.104000000000003,0.0,12.5
19,2020-07-08 19:00,0.1109999999999999,4.461600000000001,0.0,12.5
20,2020-07-08 20:00,0.045,1.1748,0.0,12.5
21,2020-07-08 21:00,0.003,1.329,0.0,12.5
22,2020-07-08 22:00,0.006,1.989,0.0,12.5
23,2020-07-08 23:00,0.0,0.1479851999999999,0.0,12.5
0,2020-07-09 00:00,0.0,0.1819818,0.0,12.5
1,2020-07-09 01:00,0.0,0.2475,0.0,12.5
2,2020-07-09 02:00,0.0,0.109989,0.0,12.5
3,2020-07-09 03:00,0.0,0.258,0.0,12.5
4,2020-07-09 04:00,0.5369999999999999,0.2339999999999999,0.30300000000000005,12.5
5,2020-07-09 05:00,0.5249999999999999,0.4229999999999999,0.10200000000000004,12.5
6,2020-07-09 06:00,1.458,0.285,1.173,12.5
7,2020-07-09 07:00,2.271,14.754,0.0,12.5
8,2020-07-09 08:00,6.627000000000001,0.0269999999999999,6.6000000000000005,12.5
9,2020-07-09 09:00,8.211,1.995,6.216,12.5
10,2020-07-09 10:00,8.73,6.663,2.067,12.5
11,2020-07-09 11:00,8.553,0.39,8.163,12.5
12,2020-07-09 12:00,9.084,1.284,7.8,12.5
13,2020-07-09 13:00,3.159,5.8950000000000005,0.0,12.5
14,2020-07-09 14:00,5.43,1.035,4.395,12.5
15,2020-07-09 15:00,3.012,0.558,2.4539999999999997,12.5
16,2020-07-09 16:00,1.533,0.657,0.8759999999999999,12.5
17,2020-07-09 17:00,0.603,0.639,0.0,12.5
18,2020-07-09 18:00,0.405,1.8480000000000003,0.0,12.5
19,2020-07-09 19:00,0.1079999999999999,2.607,0.0,12.5
20,2020-07-09 20:00,0.0269999999999999,2.2110000000000003,0.0,12.5
21,2020-07-09 21:00,0.006,1.4489999999999998,0.0,12.5
22,2020-07-09 22:00,0.003,0.294,0.0,12.5
23,2020-07-09 23:00,0.0,0.1459854,0.0,12.5
0,2020-07-10 00:00,0.0,0.2565,0.0,12.5
1,2020-07-10 01:00,0.0,0.1039896,0.0,12.5
2,2020-07-10 02:00,0.0,0.2839715999999999,0.0,12.5
3,2020-07-10 03:00,0.0,0.297,0.0,12.5
4,2020-07-10 04:00,0.294,0.2159999999999999,0.0780000000000001,12.5
5,2020-07-10 05:00,1.023,0.8579999999999999,0.16500000000000004,12.5
6,2020-07-10 06:00,3.216,0.621,2.595,12.5
7,2020-07-10 07:00,4.716,0.552,4.164,12.5
8,2020-07-10 08:00,6.4830000000000005,0.0,6.4830000000000005,12.5
9,2020-07-10 09:00,8.52,0.0,8.52,12.5
10,2020-07-10 10:00,5.76,0.2189999999999999,5.5409999999999995,12.5
11,2020-07-10 11:00,2.604,3.45,0.0,12.5
12,2020-07-10 12:00,1.722,0.777,0.945,12.5
13,2020-07-10 13:00,0.552,0.2249999999999999,0.3270000000000002,12.5
14,2020-07-10 14:00,6.654,0.405,6.249,12.5
15,2020-07-10 15:00,2.103,0.579,1.5240000000000002,12.5
16,2020-07-10 16:00,1.479,0.408,1.0710000000000002,12.5
17,2020-07-10 17:00,0.399,1.773,0.0,12.5
18,2020-07-10 18:00,0.27,5.788200000000001,0.0,12.5
19,2020-07-10 19:00,0.063,1.5114000000000003,0.0,12.5
20,2020-07-10 20:00,0.0,3.2472000000000003,0.0,12.5
21,2020-07-10 21:00,0.018,1.725,0.0,12.5
22,2020-07-10 22:00,0.024,1.065,0.0,12.5
23,2020-07-10 23:00,0.0,0.49995,0.0,12.5
0,2020-07-11 00:00,0.0,0.2899709999999999,0.0,12.5
1,2020-07-11 01:00,0.0,0.2859713999999999,0.0,12.5
2,2020-07-11 02:00,0.0,0.2059793999999999,0.0,12.5
3,2020-07-11 03:00,0.0,0.156,0.0,12.5
4,2020-07-11 04:00,0.4229999999999999,0.2219999999999999,0.20099999999999998,12.5
5,2020-07-11 05:00,0.8699999999999999,0.5609999999999999,0.30899999999999994,12.5
6,2020-07-11 06:00,1.275,28.119,0.0,12.5
7,2020-07-11 07:00,1.965,0.483,1.4820000000000002,12.5
8,2020-07-11 08:00,1.995,0.396,1.5990000000000002,12.5
9,2020-07-11 09:00,2.391,0.255,2.136,12.5
10,2020-07-11 10:00,1.734,0.5609999999999999,1.173,12.5
11,2020-07-11 11:00,3.822,0.8459999999999999,2.976,12.5
12,2020-07-11 12:00,4.3950000000000005,0.174,4.221,12.5
13,2020-07-11 13:00,1.6230000000000002,0.285,1.3380000000000003,12.5
14,2020-07-11 14:00,1.5990000000000002,0.633,0.9660000000000002,12.5
15,2020-07-11 15:00,0.909,0.591,0.31800000000000006,12.5
16,2020-07-11 16:00,0.597,0.666,0.0,12.5
17,2020-07-11 17:00,0.4259999999999999,8.052,0.0,12.5
18,2020-07-11 18:00,0.102,2.4354,0.0,12.5
19,2020-07-11 19:00,0.072,2.7852,0.0,12.5
20,2020-07-11 20:00,0.021,3.6102,0.0,12.5
21,2020-07-11 21:00,0.009,25.17,0.0,12.5
22,2020-07-11 22:00,0.006,6.4350000000000005,0.0,12.5
23,2020-07-11 23:00,0.0,0.1259874,0.0,12.5
0,2020-07-12 00:00,0.0,0.1019897999999999,0.0,12.5
1,2020-07-12 01:00,0.0,0.1709999999999999,0.0,12.5
2,2020-07-12 02:00,0.0,0.1239875999999999,0.0,12.5
3,2020-07-12 03:00,0.0,0.18,0.0,12.5
4,2020-07-12 04:00,0.018,0.546,0.0,12.5
5,2020-07-12 05:00,0.321,0.288,0.03300000000000003,12.5
6,2020-07-12 06:00,1.287,0.627,0.6599999999999999,12.5
7,2020-07-12 07:00,1.572,0.546,1.026,12.5
8,2020-07-12 08:00,3.483,0.2339999999999999,3.249,12.5
9,2020-07-12 09:00,2.718,0.372,2.346,12.5
10,2020-07-12 10:00,5.3100000000000005,0.0,5.3100000000000005,12.5
11,2020-07-12 11:00,5.517,0.078,5.439,12.5
12,2020-07-12 12:00,3.3360000000000003,0.4559999999999999,2.8800000000000003,12.5
13,2020-07-12 13:00,1.845,0.171,1.674,12.5
14,2020-07-12 14:00,7.053,0.0,7.053,12.5
15,2020-07-12 15:00,1.533,1.098,0.43499999999999983,12.5
16,2020-07-12 16:00,1.377,0.4679999999999999,0.909,12.5
17,2020-07-12 17:00,0.591,1.299,0.0,12.5
18,2020-07-12 18:00,0.2339999999999999,1.7358000000000002,0.0,12.5
19,2020-07-12 19:00,0.12,1.7820000000000005,0.0,12.5
20,2020-07-12 20:00,0.018,3.5244000000000004,0.0,12.5
21,2020-07-12 21:00,0.018,1.539,0.0,12.5
22,2020-07-12 22:00,0.0269999999999999,1.053,0.0,12.5
23,2020-07-12 23:00,0.0,0.9279072,0.0,12.5
0,2020-07-13 00:00,0.0,0.379962,0.0,12.5
1,2020-07-13 01:00,0.0,0.2339766,0.0,12.5
2,2020-07-13 02:00,0.0,0.1579842,0.0,12.5
3,2020-07-13 03:00,0.0,0.483,0.0,12.5
4,2020-07-13 04:00,0.276,0.255,0.02100000000000002,12.5
5,2020-07-13 05:00,0.969,0.5760000000000001,0.3929999999999999,12.5
6,2020-07-13 06:00,3.3360000000000003,0.759,2.5770000000000004,12.5
7,2020-07-13 07:00,5.805,0.252,5.553,12.5
8,2020-07-13 08:00,3.279,0.045,3.234,12.5
9,2020-07-13 09:00,4.224,0.189,4.035,12.5
10,2020-07-13 10:00,8.382,0.0,8.382,12.5
11,2020-07-13 11:00,6.378,0.174,6.204,12.5
12,2020-07-13 12:00,4.617,0.513,4.104,12.5
13,2020-07-13 13:00,6.851999999999999,0.0,6.851999999999999,12.5
14,2020-07-13 14:00,4.404,0.417,3.987,12.5
15,2020-07-13 15:00,2.358,0.396,1.9620000000000002,12.5
16,2020-07-13 16:00,1.7039999999999995,0.597,1.1069999999999995,12.5
17,2020-07-13 17:00,0.75,0.552,0.19799999999999995,12.5
18,2020-07-13 18:00,0.273,1.9206,0.0,12.5
19,2020-07-13 19:00,0.1139999999999999,1.7358000000000002,0.0,12.5
20,2020-07-13 20:00,0.018,0.6600000000000001,0.0,12.5
21,2020-07-13 21:00,0.0,1.65,0.0,12.5
22,2020-07-13 22:00,0.003,0.645,0.0,12.5
23,2020-07-13 23:00,0.0,0.2359763999999999,0.0,12.5
0,2020-07-14 00:00,0.0,0.3139686,0.0,12.5
1,2020-07-14 01:00,0.0,0.179982,0.0,12.5
2,2020-07-14 02:00,0.0,0.1159884,0.0,12.5
3,2020-07-14 03:00,0.0,0.4349999999999999,0.0,12.5
4,2020-07-14 04:00,0.5640000000000001,0.327,0.23700000000000004,12.5
5,2020-07-14 05:00,0.624,1.23,0.0,12.5
6,2020-07-14 06:00,2.244,24.609,0.0,12.5
7,2020-07-14 07:00,0.867,0.255,0.612,12.5
8,2020-07-14 08:00,1.4129999999999998,0.282,1.1309999999999998,12.5
9,2020-07-14 09:00,3.291,0.318,2.973,12.5
10,2020-07-14 10:00,3.543,0.081,3.462,12.5
11,2020-07-14 11:00,1.809,0.4289999999999999,1.3800000000000001,12.5
12,2020-07-14 12:00,3.897,0.204,3.6929999999999996,12.5
13,2020-07-14 13:00,2.832,0.102,2.73,12.5
14,2020-07-14 14:00,2.667,0.39,2.2769999999999997,12.5
15,2020-07-14 15:00,2.205,5.409,0.0,12.5
16,2020-07-14 16:00,1.323,1.335,0.0,12.5
17,2020-07-14 17:00,0.507,0.474,0.03300000000000003,12.5
18,2020-07-14 18:00,0.318,0.6732,0.0,12.5
19,2020-07-14 19:00,0.075,0.4751999999999999,0.0,12.5
20,2020-07-14 20:00,0.015,2.0724,0.0,12.5
21,2020-07-14 21:00,0.009,0.8519999999999999,0.0,12.5
22,2020-07-14 22:00,0.006,0.798,0.0,12.5
23,2020-07-14 23:00,0.0,0.4899509999999999,0.0,12.5
0,2020-07-15 00:00,0.0,0.359964,0.0,12.5
1,2020-07-15 01:00,0.0,0.1779822,0.0,12.5
2,2020-07-15 02:00,0.0,0.1019897999999999,0.0,12.5
3,2020-07-15 03:00,0.0,0.165,0.0,12.5
4,2020-07-15 04:00,0.021,0.567,0.0,12.5
5,2020-07-15 05:00,0.612,0.207,0.405,12.5
6,2020-07-15 06:00,0.885,0.573,0.31200000000000006,12.5
7,2020-07-15 07:00,2.349,1.269,1.0800000000000003,12.5
8,2020-07-15 08:00,7.487999999999999,0.135,7.352999999999999,12.5
9,2020-07-15 09:00,3.42,0.303,3.117,12.5
10,2020-07-15 10:00,3.648,0.375,3.273,12.5
11,2020-07-15 11:00,3.075,0.609,2.466,12.5
12,2020-07-15 12:00,4.173,0.4349999999999999,3.738,12.5
13,2020-07-15 13:00,2.322,0.504,1.818,12.5
14,2020-07-15 14:00,2.202,0.681,1.521,12.5
15,2020-07-15 15:00,0.72,0.7020000000000001,0.017999999999999905,12.5
16,2020-07-15 16:00,0.8939999999999999,0.312,0.5819999999999999,12.5
17,2020-07-15 17:00,0.4679999999999999,0.4679999999999999,0.0,12.5
18,2020-07-15 18:00,0.5309999999999999,12.546600000000002,0.0,12.5
19,2020-07-15 19:00,0.087,1.7028,0.0,12.5
20,2020-07-15 20:00,0.0,2.0130000000000003,0.0,12.5
21,2020-07-15 21:00,0.003,0.7020000000000001,0.0,12.5
22,2020-07-15 22:00,0.012,1.2120000000000002,0.0,12.5
23,2020-07-15 23:00,0.0,0.7659234,0.0,12.5
0,2020-07-16 00:00,0.0,0.3839616,0.0,12.5
1,2020-07-16 01:00,0.0,0.1379862,0.0,12.5
2,2020-07-16 02:00,0.0,0.1139886,0.0,12.5
3,2020-07-16 03:00,0.0,0.3,0.0,12.5
4,2020-07-16 04:00,0.198,0.342,0.0,12.5
5,2020-07-16 05:00,0.996,0.4439999999999999,0.552,12.5
6,2020-07-16 06:00,2.205,0.528,1.677,12.5
7,2020-07-16 07:00,4.221,0.294,3.927,12.5
8,2020-07-16 08:00,6.687,0.369,6.3180000000000005,12.5
9,2020-07-16 09:00,4.554,14.433,0.0,12.5
10,2020-07-16 10:00,2.628,24.222,0.0,12.5
11,2020-07-16 11:00,3.906,0.5760000000000001,3.33,12.5
12,2020-07-16 12:00,2.715,0.2249999999999999,2.4899999999999998,12.5
13,2020-07-16 13:00,3.864,0.1079999999999999,3.756,12.5
14,2020-07-16 14:00,3.603,0.4289999999999999,3.1740000000000004,12.5
15,2020-07-16 15:00,1.272,0.78,0.492,12.5
16,2020-07-16 16:00,0.789,0.675,0.11399999999999999,12.5
17,2020-07-16 17:00,0.8819999999999999,1.287,0.0,12.5
18,2020-07-16 18:00,0.279,2.4618,0.0,12.5
